name,authors
鹤唳华亭,雪满梁园
诗人的迟缓,范晔
曾国藩,唐浩明
人渣反派自救系統 中,"墨香铜臭,人渣反派自救系統"
成化十四年,梦溪石
余华长篇小说,"余华,余华作品（2012版）"
笑傲江湖（新修版）,金庸
南渡北归,岳南
我的世界都是你,幾米
血薇(典藏版),沧月
银河帝国 ：基地,艾萨克•阿西莫夫
怦然心动,"[美]
            文德琳·范·德拉安南,大鱼读品"
我的天才女友,"[意]
            埃莱娜·费兰特,99读书人,那不勒斯四部曲"
高本漢左傳注釋,高本漢
药,鲁迅
生活，是很好玩的,"汪曾祺,汪曾祺作品集"
,
天香,王安忆
水浒传,孙述宇
D坂杀人事件,"[日]
            江户川乱步,午夜文库·大师系列：江户川乱步作品"
极花,贾平凹
三个火枪手,"[法]
            大仲马,世界文学名著典藏：全译插图本"
紅色手指,東野圭吾
秘密(新版),"[日]
            东野圭吾"
小学教材全解-六年级语文下,薛金星
手绢上的花田,(日)安房直子
平凡的世界,路遥
异邦骑士,"[日]
            岛田庄司"
濒死之眼,"[日]
            东野圭吾"
再見了，忍老師,東野圭吾
红高粱家族,莫言
1980年代的爱情,野夫
アルファベット・パズラーズ,大山誠一郎
假面山莊殺人事件,東野圭吾
少有人走的路,"[美]
            斯科特·派克,正清·远流,少有人走的路系列（2011版）"
文化与社会,"[英]
            雷蒙·威廉斯,三辉图书"
理解媒介,"[加拿大] 马歇尔·麦克卢汉,注释点评：特伦斯•戈登（Terrence Gordon）"
权力,"[美]
            杰弗瑞·菲佛,湛庐文化·财富汇"
系统之美,"[美]
            德内拉·梅多斯,湛庐文化"
重口味心理学,"姚尧,重口味心理学"
ソードアート・オンライン プログレッシブ1,川原礫
迷鸟守则,天宫雁
魔法禁書目錄外傳 科學超電磁砲 10,"冬川基,鎌池和馬,灰村キヨタカ"
伯克毕生发展心理学：从0岁到青少年（第4版）,[美]劳拉·E·伯克 Laura E. Berk
维稳的政治逻辑,谢岳
新約 魔法禁書目錄 7,"鎌池和馬,はいむらきよたか"
ソードアート・オンライン プログレッシブ 2,"川原礫,abec (イラスト)"
我们内心的冲突,卡伦霍妮
态度改变与社会影响,"菲利普·津巴多 (Philip G. Zimbardo),迈克尔·利佩 (Michael R. Leippe)"
中国文化的深层结构,孙隆基
我的青春恋爱喜剧果然有问题 6.5,"[日] 渡航 著,[日] ponkan⑧ 绘"
P.E.T.父母效能训练,托马斯·戈登
茨威格传记精华――六大师,"[奥地利]
            斯蒂芬·茨威格"
茨威格文集（全7卷）,"斯蒂芬·茨威格,高中甫主编"
爱与同情,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,斯台芬·茨威格集"
一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格"
爱默生选集,"张爱玲  ,
            张爱玲  ,张爱玲作品集"
张看,张爱玲
麦哲伦,"[奥地利]
            斯蒂芬·茨威格"
鲁迅经典大全集,鲁迅
一封陌生女子的来信,"[奥地利]
            斯蒂芬·茨威格"
十二國記·圖南之翼,"[日]
            小野不由美,十二國記"
亲密关系,"[美] 莎伦·布雷姆,丹尼尔·珀尔曼,罗兰·米勒,苏珊·坎贝尔"
倾城之恋,张爱玲
流言,"張愛玲,張愛玲全集"
一个女人一生中的二十四小时,"(奥)斯蒂芬·茨威格,（日）川端康成,（日）小林多喜二,（哥）马尔克斯,（英）托马斯.曼,（英）戈尔丁,纪光  编"
茨威格散文,茨威格
Die Welt von Gestern,Stefan Zweig
紅玫瑰與白玫瑰,"張愛玲,張愛玲典藏"
,
踮脚张望3,"寂地,
            阿梗,踮脚张望"
魔戒：插图版,"[英]
            J·R·R·托尔金,魔戒三部曲"
中国历代政治得失,钱穆
天鹅·余辉,"恒殊,“天鹅”系列"
长歌行 02,"夏达,长歌行"
Codex Leicester,"Surhone, Lambert M.; Timpledon, Miriam T.; Marseken, Susan F."
那不勒斯故事四部曲,"[意]
            埃莱娜·费兰特,那不勒斯故事"
八次危机,温铁军
撒哈拉的眼泪,朱云乔
查理九世17·外星怪客,"雷欧幻像,查理九世"
人生有何意义,"胡适,胡适文学系列"
风波,"鲁迅,韩辛"
青春奇妙物语,两色风景
鳴鳥不飛(01),ヨネダ コウ
同学关系？,子雾啊
一网打尽,"[美]
            布拉德·斯通"
洛克菲勒传,荣·切尔诺(Ron  Chernow)
圆舞,"[加拿大]
            亦舒,亦舒·众里寻他系列"
管錐編（全四冊）,"钱钟书,钱锺书集"
昨日的世界,(奥)斯蒂芬·茨威格
三十而立,"王小波,王小波作品全集（磨铁2008版）"
倾城之恋,张爱玲
非暴力沟通,"[美]
            马歇尔·卢森堡"
哈利·波特与密室,J.K.罗琳 (J.K.Rowling)
哈利·波特与魔法石（纪念版）,"[英]
            J·K·罗琳,哈利·波特 纪念版"
哈利·波特与阿兹卡班囚徒,J.K.罗琳 (Rowling J.K.)
情人,[法] 玛格丽特·杜拉斯
夏夜十点半钟,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
哈利·波特与火焰杯,J.K.罗琳 (J.K.Rowling)
红楼梦魇,"张爱玲  ,青马文化,张爱玲集"
长别离,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
爱,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
,
哈利·波特与死亡圣器,J.K.罗琳 (J.K.Rowling)
人类群星闪耀时,"[奥地利]
            斯蒂芬·茨威格,译美文丛书"
社会性动物,"[美]
            埃利奥特·阿伦森,当代心理科学名著译丛"
他知道风从哪个方向来,玖月晞
我们从未陌生过,"天空路,路明,七堇年,黄京,朱肖影,张寒寺,凉炘,沈大成,张晓晗,大冰,顾颖,李诞,阿缺,颜茹玉,肉腾腾,于夕,荞麦,咸贵人,午歌,马叛,王若虚,陈麒凌,严明,刘墨闻,何炅,宋小君,陈谌,张皓宸"
遗落的南境1：湮灭,[美] 杰夫·范德米尔
画的秘密,"[法]
            马克-安托万·马修,后浪,后浪漫"
至味在人间,"陈晓卿,理想国"
先秦兩漢歷史敘事隅論,李隆獻
私密信件博物館,史恩.亞緒爾
四季,幾米
致岁月迢迢,绿亦歌
怦然心动,Kid岁
人间草木,汪曾祺
最后的精灵,[意] 希瓦娜·达玛利
金庸江湖志,刘勃
百年法,"[日]
            山田宗树,读客文化,读客外国小说文库：山田宗树作品"
致后代：布莱希特诗选,[德]贝托尔特·布莱希特
提灯映桃花,淮上
知更鸟女孩,"[美]
            查克·温迪格,
            吴超,知更鸟女孩"
北欧，冰与火之地的寻真之旅,"[英]
            迈克尔·布斯"
等待,哈金
白银杰克,"[日]
            东野圭吾,东野圭吾作品"
斜阳,[日] 太宰治
东野圭吾的最后致意,（日）东野圭吾
草枕,"[日]
            夏目漱石,
            陈德文,夏目漱石作品系列"
灯草和尚·肉蒲团·绣榻野史·碧玉楼,高则诚 等
人间失格,太宰治
蝙蝠（上）,风弄
虚像小丑,[日]东野圭吾
平行世界的愛情故事,東野圭吾
人魚沉睡的家,東野圭吾
慈悲,"路内,青橙文化,路内作品"
正红旗下,"老舍,果麦文化,老舍经典"
大裂,"胡迁,华文天下"
陆犯焉识,[美]严歌苓
梅格时空大冒险（全5册）,[美] 马德琳·英格
少女椿,"[日]
            丸尾末广,PaperFilm書系"
飞行家,双雪涛
英雄志【二】亂世文章,孫曉
良言写意,木浮生
说真话,巴金
烙印战士 7,三浦健太郎
妖刀記1,默默猴
夜色玛奇莲IV,"顾抒,LIAR"
武侠丛谈,"钱基博,海豚书馆"
记我们单纯的小美好,赵乾乾
麒麟之快意人生,"桔子樹,麒麟"
小凰不是仙,蜀客
森永高中三年二组3,小妮子
樱空之雪 2 （终结版）,"小妮子,樱空之雪"
あなたを愛してやまず,松武
龙枪传奇（全三册）,玛格丽特·魏丝 崔西·西克曼
摘星,林笛儿
寻找爱情的邹小姐,"匪我思存,匪我思存作品"
To All the Boys I've Loved Before,Jenny Han
深夜食堂 05,"[日]
            安倍夜郎,浦睿文化,深夜食堂"
上海堡垒,江南
海底的秘密,大卫·威斯纳
灵心,"[加拿大]
            亦舒,亦舒新经典·中妇版"
水流云在,"英若诚,康开丽"
三毛经典作品集,三毛
流金歲月,"[加拿大]
            亦舒,亦舒珍藏本"
孤城闭,米兰Lady
楚辞,林家骊 译注
活着,余华
狐狸的窗户,"[日]
            安房直子 文,绘者
                        [日]
                    织茂恭子,蒲蒲兰绘本馆,故事名作绘本系列"
失落的秘符,"[美]
            丹·布朗,99读书人,丹·布朗作品（2009版）"
三年K班,夏茗悠
史上第一混乱·第七季·终极拯救大结局,"张小花,史上第一混乱"
小王子,"[法]
            安东尼·德·圣-埃克苏佩里,经典译林"
第二性Ⅰ,"[法]
            西蒙娜·德·波伏娃,
            郑克鲁,西蒙娜·德·波伏瓦系列"
,
,
世有桃花,安意如
外国中短篇小说藏本·茨威格,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,外国中短篇小说藏本"
一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格,译林世界文学名著·现当代系列"
异端的权利,"[奥地利]
            斯蒂芬·茨威格,西风译丛"
一个陌生女人的来信,[奥] 茨威格
,
一个女人一生中的二十四小时,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,斯台芬·茨威格作品集"
浮生取义,吴飞
灼人的秘密,"[奥地利]
            斯蒂芬·茨威格"
一个女人一生中的二十四小时,[奥]斯台芬·茨威格
雨夜里的星星沙,"明晓溪,叮叮,diddl"
天真的人类学家,"[英]
            奈吉尔·巴利,理想国"
病毒来袭,[美] 内森•沃尔夫（Nathan Wolfe）
斯·茨威格中短篇小说选,[奥] 茨威格
艾利卡·埃瓦尔德之恋,"[奥地利]
            斯蒂芬·茨威格,茨威格作品集"
精神世界的缔造者,"[奥地利]
            斯蒂芬·茨威格,茨威格作品"
人性中的善良天使,[美]斯蒂芬·平克
恐惧,(奥)茨威格
弱传播,邹振东
时代广场的蟋蟀,(美)乔治·塞尔登
胭脂,"[加拿大]
            亦舒,亦舒作品系列"
爱丽斯漫游奇境,"[英]
            刘易斯·卡罗尔,世界儿童文学丛书"
书剑恩仇录（全二册）,"金庸,金庸作品集（新修版·平装）"
浮士德,歌德
狂人日记,"鲁迅,赵延年木刻插图本鲁迅作品"
鲁迅作品十五讲,钱理群
雪山飞狐,"金庸,金庸作品集（新修版·平装）"
皮皮鲁传,"郑渊洁,郑渊洁童话"
笑傲江湖,金庸
金庸作品集,金庸
瘂弦詩集,"瘂弦,王慶麟"
湘行散记,"沈从文,黄永玉（图）,卓雅（图）"
鲁迅杂文全集,"鲁迅,鲁迅作品集"
烈火如歌,"明晓溪,烈火如歌"
木偶奇遇记,"[意]
            卡洛·科洛迪,
            任溶溶,世界儿童文学丛书"
天使与魔鬼,"[美]
            丹·布朗,99读书人,99畅销文库"
苦闷的象征,(日)厨川白村
,
文化苦旅,余秋雨
白天的房子，夜晚的房子,[波] 奥尔加·托卡尔丘克
森林唱游,幾米
半生缘,"张爱玲  ,青马文化,张爱玲集"
在细雨中呼喊,"余华,余华作品系列"
海贼王,尾田荣一郎
闹学记,"三毛,华文天下,三毛全集（华文天下2003版）"
倾城之恋,"张爱玲  ,张爱玲作品集"
杂的文,"韩寒,果麦文化"
大旗英雄传（上下）,"古龙,古龙作品集"
借我一生,余秋雨
,
布瓜的世界,"幾米,幾米作品"
银河铁道之夜,[日]宫泽贤治
人·兽·鬼,"钱钟书,钱锺书集"
伊索寓言,"[希腊]
            伊索,译文名著文库"
昨日的世界,[奥] 斯蒂芬·茨威格
徘徊期少年,吾妻香夜
チェンソーマン  2,藤本 タツキ
给校草当假男友的日子,羲和清零
,
青春的梦，在青春做完,"苑子文,苑子豪"
非職業半仙 一,"拉棉花糖的兔子,小黑豹"
神奇树屋·故事系列·基础版·第5·6·7辑,
煎餅車,折一枚針
七つの魔剣が支配するIII,"宇野 朴人,ミユキルリア"
黄同学漫画二战史,那个黄同学
鲁迅信札珍赏,黄乔生 编著
两地书,"鲁迅,许广平"
张爱玲典藏全集--中短篇小说：1945年以后作品,"张爱玲  ,华文天下,张爱玲典藏全集（华文天下2003版）"
上帝的骰子,罗金海
余韵,"张爱玲  ,张爱玲作品集"
男人来自火星 女人来自金星,"[美]
            约翰·格雷,正清·远流,男人来自火星女人来自金星系列"
中国法律与中国社会,瞿同祖
共产党宣言,"马克思,恩格斯"
玩笑,米兰 · 昆德拉
笑忘書,"米蘭·昆德拉,Classic"
无知,"[捷克]
            米兰·昆德拉,米兰·昆德拉作品系列（2003版）"
三毛从军记全集,张乐平
惱人天氣,"[加拿大]
            亦舒,亦舒作品集"
二三毛——三毛传记,辛唐米娜
富兰克林自传,富兰克林
陈寅恪的最后20年,陆键东
血酬定律,吴思
三毛从军记,"张乐平,世界连环画漫画经典大系"
红岩,"罗广斌,
            杨益言"
NANA（1-13）,矢泽爱
明朝那些事儿（伍）,"当年明月,明朝那些事儿"
王小波全集（第二卷 杂文）,"王小波,王小波全集（凤凰壹力2006版）"
傾城,"三毛,三毛全集"
美麗與毀滅,"F.史考特.費茲羅傑,F.Scott.Fitzgerald"
Oasis Identities,Justin Jon Rudelson
成為「日本人」,荊子馨(Leo T. S. Ching)
艾希曼在耶路撒冷,[美] 汉娜·阿伦特
我的精神家园,"王小波,王小波文集八卷本"
文豪野犬(2),[日]朝雾卡夫卡
刀剑神域 17,[日]川原砾
茨威格文集,茨威格
上瘾,"[美] 尼尔·埃亚尔,[美] 瑞安·胡佛"
人类的群星闪耀时,[奥] 茨威格
沉默的大多数（珍藏版）,王小波
红拂夜奔（珍藏版）,王小波
私人生活的变革,"阎云翔,世纪文景,阎云翔作品"
沉默的大多数,王小波
断头王后,[奥]斯蒂芬·茨威格
歡迎來到實力至上主義的教室 04,"衣笠彰梧,トモセ シュンサク"
一恋倾城，一世忧伤：张爱玲传,苏尹
张爱玲经典小说集,"张爱玲  著 , 新经典  出品"
亦筝笙,风凝雪舞
人类群星闪耀时（全本）,[奥] 斯蒂芬·茨威格
爱你就像爱生命,王小波
童年河,赵丽宏
湖畔杀人事件,"[日]
            东野圭吾"
解憂雜貨店,東野圭吾
山音,[日] 川端康成
十角馆事件,（日）绫辻行人
迷宫馆事件,（日）绫辻行人
唐宋“古文运动”与士大夫文学,朱刚
激情男児!! 晃次郎短編作品集,晃次郎
将军胡同,史雷
鸟人计划,"[日]
            东野圭吾,新经典文化,新经典文库·东野圭吾作品"
绑架游戏,(日) 东野圭吾
等待,哈金
白银杰克,"[日]
            东野圭吾,东野圭吾作品"
斜阳,[日] 太宰治
东野圭吾的最后致意,（日）东野圭吾
草枕,"[日]
            夏目漱石,
            陈德文,夏目漱石作品系列"
灯草和尚·肉蒲团·绣榻野史·碧玉楼,高则诚 等
人间失格,太宰治
我的英雄學院 21,堀越耕平
孤独患者,"[法]朱莉·达什 著,[法]卡罗琳小姐  绘"
无双·上,梦溪石
万艳书1•一梦金,伍倩
鬼滅の刃 16,吾峠 呼世晴
鱼缸世界,
夏日纪事,[法] 克里斯多夫·夏布特 编绘
无污染无公害,Priest
道産子ギャルはなまらめんこい 1,伊科田海
終將成為妳 (6),仲谷鳰
落池（下）,余酲
变形记,"[法] 埃里克·科贝昂 编,[法] 奥尔内 绘"
论美国的民主,[法]托克维尔
惘然记,张爱玲
厚黑学,李宗吾
张爱玲典藏全集--对照记：1952年以后作品,"张爱玲  ,华文天下,张爱玲典藏全集（华文天下2003版）"
跨越边界的社区,项飚
一个陌生女人的来信 夜色朦胧,[奥] 斯蒂芬·茨威格
一座城池,韩寒
我所理解的生活,韩寒
撒野 四,"巫哲,長樂"
撒野 五,"巫哲,長樂"
直至海枯石烂,亦舒
春天的十个瞬间,明开夜合
胭脂,亦舒
鬼刀,WLOP
一千零一妙方,亦舒
横道世之介,[日]  吉田修一
閉上眼睛一下下,幾米
你是我的怦然心动,沈熊猫
ドラッグレス・セックス 辰見と戌井,エンゾウ
荒诞医学史,"莉迪亚•康,内特•彼得森"
辶反田野,趙恩潔、蔡晏霖（主編）
棋王,阿城
喂，隔壁班的你,"墨西柯,大鱼文化"
鲁迅经典文集 精装读书会,鲁迅
宋家客厅,"宋以朗,陈晓勤"
荷包里的单人床,"张小娴,新经典文库·张小娴系列"
似水柔情,王小波
一个人的月亮,张小娴
杜拉斯传,"[法]
            劳拉·阿德莱尔,
            袁筱一,杜拉斯文集"
张爱玲传：也孤独，也灿烂,凯瑟玲
寻找无双,王小波
卖海豚的女孩,"张小娴,张小娴作品集"
无处安放：张爱玲文学价值重估,许子东
外面的世界,"[法]
            玛格丽特·杜拉斯,杜拉斯小丛书"
面包树出走了,"张小娴,张小娴作品集"
重访边城,张爱玲
张爱玲庄信正通信集,"张爱玲,庄信正"
,
哈利·波特的哲学世界,"[美] 大卫·巴格特,肖恩·克莱因  编"
我微笑是因为你微笑,张小娴
亲密关系：通往灵魂的桥梁,[加]克里斯多福•孟
戏剧理论史稿,余秋雨
为什么学生不喜欢上学?,(美) 威廉厄姆 (Willingham.D.T.) . 著
我终究是爱你的,张小娴
24个比利,[美] 丹尼尔·凯斯
黄金时代,王小波
易经,张爱玲
耶稣传,(法) 欧内斯特·勒南
萨瓦纳湾,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
天才在左 疯子在右（完整版）,"高铭,磨铁·铁葫芦"
吾家小史,"余秋雨,文化苦旅全书"
张爱玲全集1：长篇小说·半生缘,张爱玲
情人 乌发碧眼,"[法]
            玛格丽特·杜拉斯,现当代世界文学丛书"
余秋雨散文,余秋雨
存在主义心理治疗,(美) 亚隆
离别曲,张小娴
寻觅中华,余秋雨
身体从未忘记,Bessel van der Kolk M.D. (范德考克)
文明之旅,余秋雨
1962-1991 私人文学史,[法] 玛格丽特·杜拉斯
緋彈的亞莉亞 03,"赤松中学,こぶいち"
这不是你的错,【美】贝弗莉·恩格尔（Beverly Engel）
改善情绪的正念疗法,"马克·威廉姆斯,约翰·蒂斯代尔"
武士道十八歲,譽田哲也
正见,宗萨蒋扬钦哲仁波切
田园诗与狂想曲,"秦晖,金雁"
格调（修订第3版）,[美] 保罗·福塞尔（Paul Fussell）
感受爱,[美] 珍妮·西格尔
送法下乡,苏力
十八春,张爱玲
杂食者的两难,"[美]
            迈克尔·波伦,迈克尔·波伦“饮食觉醒”系列"
易經,"張愛玲,張愛玲典藏"
生而贫穷,赵皓阳
雷峰塔,"張愛玲,張愛玲典藏"
日本权力结构之谜,[荷] 卡瑞尔·范·沃尔夫伦
多向思考者,[法]克莉司德·布提可南（Christel Petitcollin）
无价,"[美]
            威廉·庞德斯通,湛庐文化,湛庐文化·财富汇"
行为设计学(打造峰值体验)(精),"〔美 〕奇普·希思,〔美 〕丹·希思"
饭局的起源,[英]马丁•琼斯
張愛玲學(增訂二版),高全之(Chuan-chih Kao)
游戏力,"[美]劳伦斯·科恩（Lawrence J. Cohen, Ph.D.）"
至高权力,(美) 杰夫·谢索
不管教的勇气,[日]岸见一郎
凉宫春日的叹息,"[日]
            谷川流,绘者
                        [日]
                    Noizi ITO,凉宫春日系列 (译文精装)"
工具，还是武器？,"【美】布拉德·史密斯,【美】卡罗尔·安·布朗"
迷茫管家與膽怯的我 08,"朝野始,菊池政治"
美国种族简史,"[美]
            托马斯·索维尔"
爱的沟通,"[美] 约翰 • 戈特曼,[美] 朱莉 • 施瓦茨• 戈特曼,[美] 杜格拉 • 阿伯哈,[美] 蕾切尔 • 阿伯哈"
为爱成婚,［美］斯蒂芬妮·孔茨
第一辩手6·校园法庭革命,双子星罗
春秋左傳注（全四冊）,"杨伯峻,中國古典名著譯注叢書"
神木,刘庆邦
无头骑士异闻录 DuRaRaRa!! ×10,"[日]
            成田良悟,绘者
                        [日]
                    安田铃人,无头骑士异闻录 DuRaRaRa!!"
板桥杂记,（清）余怀
玲珑文抄,谢其章
倾国倾城亦飘零——张爱玲,蒋心海
江湖外史（2014最新版）,"王怜花,胡杨文化"
末日曙光Ⅱ,非天夜翔
憂鬱之朝(05),日高ショーコ
黑貓男友的寵愛方法 2,"左京亜也,左京亞也"
夏有乔木 雅望天堂3,籽月
不疯魔，不成活,微笑的猫
直男宜家,金刚芭比
我的英雄學院 vol.2,崛越耕平
纵然缘浅 奈何情深,叶落无心
怨氣撞鈴4·黑蝶,"尾鱼,怨气撞铃"
诺森德的守望,时久
citrus~柑橘味香氣~,サブロウタ
会痛的十七岁,饶雪漫
Giant Days Vol. 1,"John Allison,Whitney Cogar"
怨氣撞鈴5·同路,"尾鱼,怨气撞铃"
纸上中洲,"[英]
            艾伦·李,世纪文景,文景·托尔金作品"
A Hero Born,Jin Yong
君子一诺,皎皎
薩維爾街的誘惑,イノセ
民族的重建,[美]蒂莫西·斯奈德
白日事故,高台樹色
最後來的是烏鴉,伊塔羅.卡爾維諾
遥远的向日葵地,李娟
19天(1),old先
天长地久,龙应台
蒙曼品最美唐诗：人生五味,蒙曼
寫給每個人的基本收入讀本,蓋伊.史坦丁（Guy Standing）
镖人,许先哲
造境记,曾仁臻（鱼山饭宽）
尸人庄谜案,[日] 今村昌弘
临高启明,吹牛者
给所有人的黑塞童话,[德] 赫尔曼·黑塞
没有一种生活是可惜的,余华
龙蛋,[美]罗伯特·福沃德
诡秘之主,爱潜水的乌贼
成为我自己,[美] 欧文 D·亚隆
歡迎來到實力至上主義的教室 (4.5)（限定版）,"衣笠彰梧,トモセ シュンサク"
一个陌生女人的来信,"[奥地利]
            斯蒂芬·茨威格,外国文学经典·名家经典"
一个政治家的肖像,"[奥地利]
            斯蒂芬·茨威格"
苏格兰女王的悲剧,[奥] 斯蒂芬·茨威格
独裁者手册,"[美] 布鲁诺·德·梅斯奎塔,[美] 阿拉斯泰尔·史密斯"
天空的另一半,"[美] 尼可拉斯·D.克里斯多夫,[美]雪莉·邓恩"
青春豬頭少年不會夢到戀姊俏偶像,"鴨志田一,溝口ケージ"
我的青春恋爱喜剧果然有问题 10.5,"[日] 渡航 著,[日] ponkan⑧ 绘"
南安无故人,陆俊文
聲之形 04,大今良時
人类群星闪耀时（经典译林）,[奥地利] 斯蒂芬·茨威格
古书堂事件手帖 06,"[日] 三上延 著,[日] 越岛羽空 绘"
空之境界 中,[日] 奈须蘑菇
,
记忆的性别,[美] 贺萧（Gail Hershatter）
昨日的世界,[奥] 斯蒂芬·茨威格
一个陌生女人的来信,Stefan Zweig
人类星光灿烂时,[奥] 茨威格
爱欲之死,[德] 韩炳哲
闭上眼睛一下下,幾米
拚教養,藍佩嘉
万花筒·秋石,西子绪
牛津大学哲学通识课：政治哲学,[英] 乔纳森·沃尔夫（Jonathan Wolff）
金庸者谁,孔庆东
苏轼诗词文选评,"王水照,朱刚"
征服与革命中的阿拉伯人,[英]尤金·罗根
清酒之魂,"[日] 盐野米松,[日] 农口尚彦"
微积分,亦舒
骆一禾情书,骆一禾
消失的塞布丽娜,[美] 尼克·德纳索
守夜者3,法医秦明
人生很好玩，但有时也很丧,[俄] 安东·谷迪姆
幼稚园：今日宜远游,韩寒
丹麦一年,[英] 海伦•拉塞尔
才不要和老板谈恋爱,叶斐然
因为我有生活,"杨占家 口述/绘,李青菜 整理"
Fuck buddy－ファックバディ－,ひなこ
寂寞的心俱乐部,亦舒
挥戈,杨虚白
刷新,[美] 萨提亚·纳德拉
企鹅欧洲史·地狱之行,[英]伊恩·克肖
门槛·沙,[法]埃德蒙·雅贝斯
班雅明與他的時代,費德雷‧帕雅克
我的阿勒泰,李娟
知識分子的思想轉變,聶莉莉
几米：并不很久很久以前,
三分钟漫画汽车史,赛雷
西方哲学史（第9版）,"[美] 撒穆尔·伊诺克·斯通普夫,[美] 詹姆斯·菲泽"
纸飞机,潭石
波拉尼奥：最后的访谈,[智]罗贝托·波拉尼奥
赛雷三分钟漫画世界史,赛雷
我也不想这样,（日）细川貂貂
渺小一生,[美] 柳原汉雅
你听懂了没有,戴建业
雾行者,路内
鬼谷子,许富宏  译注
悠悠哉哉,[日] 谷口治郎
蛙,莫言
道德经,老子
ZOO,"[日]
            乙一,乐读文库"
幻世,沧月
项链,"[法]
            居伊·德·莫泊桑"
亲爱的三毛,三毛
古龙武侠小说知见录,顾雪衣
间客,猫腻
带一本书去巴黎,"林达,林达作品系列"
渴望生活,"[美]
            欧文·斯通,新经典文化"
,
Permanent Record,Edward Snowden
莳花志,周瘦鹃
自由在高处,"熊培云,新星·熊培云作品"
孤岛之鬼,[日]江户川乱步
想象一朵未来的玫瑰,[葡] 费尔南多·佩索阿
浮生六记,（清）沈复
诗经,"孔丘,家庭书架·传世经典读库"
许三观卖血记,"余华,余华作品（2012版）"
沉默的大多数,"王小波,王小波作品系列"
骆驼祥子,老舍
海子的诗,海子
唐诗三百首,"蘅塘退士,陈婉俊"
活着,"余华,余华作品系列"
在细雨中呼喊,"余华,余华作品"
活着,"余华,余华作品"
人间草木,"汪曾祺,大家散文文存"
兄弟（上）,"余华,兄弟"
一只特立独行的猪,"王小波,华文天下,王小波作品选集"
梦里花落知多少,"三毛,青马文化,三毛集"
爱你就像爱生命,"李银河,
            王小波,磨铁图书,王小波作品全集（磨铁2008版）"
云雀叫了一整天,木心
亲爱的安德烈,"龙应台,[德] 安德烈"
未知大学,"[智利]
            罗贝托·波拉尼奥,世纪文景,
            范晔,
            杨玲,波拉尼奥在文景"
一寸相思,紫微流年
在这复杂世界里,"韩寒 监制,「一个」书系"
中国通史,吕思勉
奥斯维辛,[英] 劳伦斯·里斯
殘酷劇場,伊恩.布魯瑪(Ian Buruma)
将门嫡女之定乾坤,千山茶客
曼珠沙华·彼岸花,沧月
少年的你，如此美丽,玖月晞
小妇人（经典译林）,[美] 路易莎·梅·奥尔科特
狂人日记,"鲁迅,民国经典"
黑暗的左手,"[美]
            厄休拉·勒古恩,读客文化,读客全球顶级畅销小说文库：厄休拉·勒古恩作品"
滚滚红尘,三毛
逃避自由,[美]埃里希·弗洛姆
朱颜,沧月
人间有味,汪曾祺
阎王,千江月
渺渺无期,归渔
依恋,"（美）苏珊·福沃德博士,（美）琼·托雷斯"
新教伦理与资本主义精神,[德]马克斯·韦伯
行為,Robert M. Sapolsky 羅伯．薩波斯基
独异性社会,[德]安德雷亚斯·莱克维茨（Andreas Reckwitz）
拥有一个你说了算的人生. 活出自我篇,武志红
青空與陰天 (1),"loundraw,三秋 縋"
鬼灭之刃 片羽之蝶,"吾峠呼世晴,矢島綾"
你一生的故事,"[美]
            特德·蒋,科幻世界,世界科幻大师丛书"
沙丘,"[美]
            弗兰克·赫伯特,科幻世界,世界科幻大师丛书"
红粉,"苏童,苏童作品系列"
鬼吹灯Ⅱ之一·黄皮子坟,"天下霸唱,鬼吹灯"
盗墓笔记6,"南派三叔,盗墓笔记"
看上去很美,"王朔,王朔文集"
爸爸爸,"韩少功,东岳文库"
查理和巧克力工厂,罗尔德·达尔
小妇人,"[美]
            路易莎·梅·奥尔科特"
沧浪之水,阎真
爱心树,谢尔・希尔弗斯坦
寻找爱情的邹小姐,"匪我思存,匪我思存作品"
To All the Boys I've Loved Before,Jenny Han
深夜食堂 05,"[日]
            安倍夜郎,浦睿文化,深夜食堂"
鲁迅诗手迹新编,"鲁迅  著,秦越  编"
轻易放火,墨宝非宝
3月的獅子(05),"羽海野千花,三月的狮子 March comes in like a lion"
深夜食堂 07,"[日]
            安倍夜郎,浦睿文化,深夜食堂"
所罗门的伪证 第Ⅲ部,"[日]
            宫部美雪,所罗门的伪证"
后来我们都哭了II·废墟,夏七夕
鲜满宫堂,绿野千鹤
學長，教教我吧,原作：渡海奈穂/漫畫：小嶋ララ子
亦摇亦点头,"刀尔登,博集天卷,思享家"
王子の箱庭,緒川 千世
初晨，是我故意忘记你1,籽月
潔癖男子! 青山くん 1,坂本 拓
我的英雄學院 13,堀越耕平
关于鲁迅及其著作,台静农
雅舍小品,梁实秋
